0	303112.0614	2786567.6759
1	303140.9412	2786675.1125
2	297035.997	2781684.998
3	296951.303	2781606.8
4	297714.1173	2782439.4827
5	297715.001	2782438.003
6	297712.2359	2782437.3445
7	297495.0728	2782218.5867
8	297697.3571	2782420.4338
9	297037.3077	2781690.4959
10	309947.996	2781285.998
11	309963.4579	2781333.8223
12	306182.996	2787070.997
13	306490.148	2786527.912
14	306215.998	2787211.001
15	305969.999	2786941.004
16	304557.123	2783096.409
17	304900.1544	2783132.0146
18	304642.633	2782876.187
19	304625.0068	2782846.0338
20	304900.1542	2783132.0143
21	304886.3779	2783120.668
22	304708.5447	2782919.6598
23	304749.004	2782749.004
24	304543.5013	2782329.6674
25	304548.676	2782317.1142
26	304455.0	2782613.0
27	304528.8473	2782366.4537
28	304581.562	2782686.928
29	304562.1248	2782610.1876
30	304562.1245	2782610.1879
31	304561.9969	2782605.9997
32	304551.646	2782866.446
33	304491.227	2782759.695
34	304408.215	2782717.731
35	304356.003	2782972.996
36	304462.168	2782975.107
37	304227.997	2782954.005
38	304239.71	2782857.645
39	304278.997	2783430.002
40	304397.352	2783387.088
41	304225.003	2783289.998
42	304535.149	2783561.605
43	304255.002	2783440.003
44	304129.0	2783884.998
45	304260.157	2783451.274
46	304146.0	2783521.001
47	304204.506	2783314.631
48	304391.001	2783304.0
49	305901.0265	2785859.7513
50	305958.591	2786112.331
51	305854.002	2784834.003
52	305842.999	2784788.998
53	305931.999	2784660.995
54	305954.541	2785822.2324
55	305335.998	2785766.996
56	304318.003	2785663.996
57	305423.694	2786570.777
58	305504.586	2786328.462
59	305684.218	2786539.563
60	304384.996	2786087.998
61	304345.998	2785804.0
62	303800.32	2782885.478
63	304126.468	2782920.731
64	303542.996	2783016.001
65	303820.999	2783284.998
66	303575.998	2783461.995
67	303696.003	2781900.999
68	303357.656	2782316.511
69	303260.556	2782422.201
70	303185.001	2781953.004
71	303604.999	2782199.999
72	303332.622	2782352.344
73	303288.997	2782635.003
74	303303.002	2782596.999
75	303320.002	2782668.996
76	303489.003	2782142.003
